image name,filepath,label,subtype,group_id,text
1594.jpg,/Non_CSAM/images/1594.jpg,NON_CSAM,Non sensitive,1594.jpg,
0373.jpg,/Non_CSAM/images/0373.jpg,NON_CSAM,Non sensitive,0373.jpg,
0069.jpg,/Non_CSAM/images/0069.jpg,NON_CSAM,Non sensitive,0069.jpg,
2946.png,/Non_CSAM/images/2946.png,NON_CSAM,Non sensitive,2946.png,
0786.webp,/Non_CSAM/images/0786.webp,NON_CSAM,Non sensitive,0786.webp,
0290.jpg,/Non_CSAM/images/0290.jpg,NON_CSAM,Non sensitive,0290.jpg,
2940.png,/Non_CSAM/images/2940.png,NON_CSAM,Non sensitive,2940.png,
1429.jpg,/Non_CSAM/images/1429.jpg,NON_CSAM,Non sensitive,1429.jpg,
3001.png,/Non_CSAM/images/3001.png,NON_CSAM,Non sensitive,3001.png,
1627.jpg,/Non_CSAM/images/1627.jpg,NON_CSAM,Non sensitive,1627.jpg,
2692.jpg,/Non_CSAM/images/2692.jpg,NON_CSAM,Non sensitive,2692.jpg,
1696.jpg,/Non_CSAM/images/1696.jpg,NON_CSAM,Non sensitive,1696.jpg,
1537.jpg,/Non_CSAM/images/1537.jpg,NON_CSAM,Non sensitive,1537.jpg,
3083.jpg,/Non_CSAM/images/3083.jpg,NON_CSAM,Non sensitive,3083.jpg,
2847.png,/Non_CSAM/images/2847.png,NON_CSAM,Non sensitive,2847.png,
0755.jpg,/Non_CSAM/images/0755.jpg,NON_CSAM,Non sensitive,0755.jpg,
2954.png,/Non_CSAM/images/2954.png,NON_CSAM,Non sensitive,2954.png,
0192.jpg,/Non_CSAM/images/0192.jpg,NON_CSAM,Non sensitive,0192.jpg,
1622.jpg,/Non_CSAM/images/1622.jpg,NON_CSAM,Non sensitive,1622.jpg,
0130.jpg,/Non_CSAM/images/0130.jpg,NON_CSAM,Non sensitive,0130.jpg,
1602.jpg,/Non_CSAM/images/1602.jpg,NON_CSAM,Non sensitive,1602.jpg,
1400.jpg,/Non_CSAM/images/1400.jpg,NON_CSAM,Non sensitive,1400.jpg,
0643.jpg,/Non_CSAM/images/0643.jpg,NON_CSAM,Non sensitive,0643.jpg,
1669.jpg,/Non_CSAM/images/1669.jpg,NON_CSAM,Non sensitive,1669.jpg,
0239.jpg,/Non_CSAM/images/0239.jpg,NON_CSAM,Non sensitive,0239.jpg,
2834.png,/Non_CSAM/images/2834.png,NON_CSAM,Non sensitive,2834.png,
0116.jpg,/Non_CSAM/images/0116.jpg,NON_CSAM,Non sensitive,0116.jpg,
3070.jpg,/Non_CSAM/images/3070.jpg,NON_CSAM,Non sensitive,3070.jpg,
1655.jpg,/Non_CSAM/images/1655.jpg,NON_CSAM,Non sensitive,1655.jpg,
0087.jpg,/Non_CSAM/images/0087.jpg,NON_CSAM,Non sensitive,0087.jpg,
0566.jpg,/Non_CSAM/images/0566.jpg,NON_CSAM,Non sensitive,0566.jpg,
1448.jpg,/Non_CSAM/images/1448.jpg,NON_CSAM,Non sensitive,1448.jpg,
1447.jpg,/Non_CSAM/images/1447.jpg,NON_CSAM,Non sensitive,1447.jpg,
2810.jpg,/Non_CSAM/images/2810.jpg,NON_CSAM,Non sensitive,2810.jpg,
0560.jpg,/Non_CSAM/images/0560.jpg,NON_CSAM,Non sensitive,0560.jpg,
2795.jpg,/Non_CSAM/images/2795.jpg,NON_CSAM,Non sensitive,2795.jpg,
2642.jpg,/Non_CSAM/images/2642.jpg,NON_CSAM,Non sensitive,2642.jpg,
1344.jpg,/Non_CSAM/images/1344.jpg,NON_CSAM,Non sensitive,1344.jpg,
0379.jpg,/Non_CSAM/images/0379.jpg,NON_CSAM,Non sensitive,0379.jpg,
0374.jpg,/Non_CSAM/images/0374.jpg,NON_CSAM,Non sensitive,0374.jpg,
1439.jpg,/Non_CSAM/images/1439.jpg,NON_CSAM,Non sensitive,1439.jpg,
0646.jpg,/Non_CSAM/images/0646.jpg,NON_CSAM,Non sensitive,0646.jpg,
1716.jpg,/Non_CSAM/images/1716.jpg,NON_CSAM,Non sensitive,1716.jpg,
1615.jpg,/Non_CSAM/images/1615.jpg,NON_CSAM,Non sensitive,1615.jpg,
2623.jpg,/Non_CSAM/images/2623.jpg,NON_CSAM,Non sensitive,2623.jpg,
0375.jpg,/Non_CSAM/images/0375.jpg,NON_CSAM,Non sensitive,0375.jpg,
2949.png,/Non_CSAM/images/2949.png,NON_CSAM,Non sensitive,2949.png,
2747.jpg,/Non_CSAM/images/2747.jpg,NON_CSAM,Non sensitive,2747.jpg,
0652.jpg,/Non_CSAM/images/0652.jpg,NON_CSAM,Non sensitive,0652.jpg,
2577.jpg,/Non_CSAM/images/2577.jpg,NON_CSAM,Non sensitive,2577.jpg,
0365.jpg,/Non_CSAM/images/0365.jpg,NON_CSAM,Non sensitive,0365.jpg,
0323.jpg,/Non_CSAM/images/0323.jpg,NON_CSAM,Non sensitive,0323.jpg,
2883.png,/Non_CSAM/images/2883.png,NON_CSAM,Non sensitive,2883.png,
2909.png,/Non_CSAM/images/2909.png,NON_CSAM,Non sensitive,2909.png,
1341.jpg,/Non_CSAM/images/1341.jpg,NON_CSAM,Non sensitive,1341.jpg,
2611.jpg,/Non_CSAM/images/2611.jpg,NON_CSAM,Non sensitive,2611.jpg,
1562.jpg,/Non_CSAM/images/1562.jpg,NON_CSAM,Non sensitive,1562.jpg,
1483.jpg,/Non_CSAM/images/1483.jpg,NON_CSAM,Non sensitive,1483.jpg,
2717.jpg,/Non_CSAM/images/2717.jpg,NON_CSAM,Non sensitive,2717.jpg,
0397.jpg,/Non_CSAM/images/0397.jpg,NON_CSAM,Non sensitive,0397.jpg,
1651.jpg,/Non_CSAM/images/1651.jpg,NON_CSAM,Non sensitive,1651.jpg,
0068.webp,/Non_CSAM/images/0068.webp,NON_CSAM,Non sensitive,0068.webp,
0412.jpg,/Non_CSAM/images/0412.jpg,NON_CSAM,Non sensitive,0412.jpg,
0709.jpg,/Non_CSAM/images/0709.jpg,NON_CSAM,Non sensitive,0709.jpg,
1496.jpg,/Non_CSAM/images/1496.jpg,NON_CSAM,Non sensitive,1496.jpg,
2573.jpg,/Non_CSAM/images/2573.jpg,NON_CSAM,Non sensitive,2573.jpg,
1637.jpg,/Non_CSAM/images/1637.jpg,NON_CSAM,Non sensitive,1637.jpg,
0331.jpg,/Non_CSAM/images/0331.jpg,NON_CSAM,Non sensitive,0331.jpg,
2684.jpg,/Non_CSAM/images/2684.jpg,NON_CSAM,Non sensitive,2684.jpg,
0642.jpg,/Non_CSAM/images/0642.jpg,NON_CSAM,Non sensitive,0642.jpg,
3108.jpg,/Non_CSAM/images/3108.jpg,NON_CSAM,Non sensitive,3108.jpg,
1330.jpg,/Non_CSAM/images/1330.jpg,NON_CSAM,Non sensitive,1330.jpg,
0544.jpg,/Non_CSAM/images/0544.jpg,NON_CSAM,Non sensitive,0544.jpg,
0502.jpg,/Non_CSAM/images/0502.jpg,NON_CSAM,Non sensitive,0502.jpg,
1635.jpg,/Non_CSAM/images/1635.jpg,NON_CSAM,Non sensitive,1635.jpg,
1517.jpg,/Non_CSAM/images/1517.jpg,NON_CSAM,Non sensitive,1517.jpg,
0070.jpg,/Non_CSAM/images/0070.jpg,NON_CSAM,Non sensitive,0070.jpg,
0491.jpg,/Non_CSAM/images/0491.jpg,NON_CSAM,Non sensitive,0491.jpg,
1724.jpg,/Non_CSAM/images/1724.jpg,NON_CSAM,Non sensitive,1724.jpg,
2916.png,/Non_CSAM/images/2916.png,NON_CSAM,Non sensitive,2916.png,
0529.jpg,/Non_CSAM/images/0529.jpg,NON_CSAM,Non sensitive,0529.jpg,
3032.png,/Non_CSAM/images/3032.png,NON_CSAM,Non sensitive,3032.png,
0035.webp,/Non_CSAM/images/0035.webp,NON_CSAM,Non sensitive,0035.webp,
0100.jpg,/Non_CSAM/images/0100.jpg,NON_CSAM,Non sensitive,0100.jpg,
0715.jpg,/Non_CSAM/images/0715.jpg,NON_CSAM,Non sensitive,0715.jpg,
3039.png,/Non_CSAM/images/3039.png,NON_CSAM,Non sensitive,3039.png,
0613.jpg,/Non_CSAM/images/0613.jpg,NON_CSAM,Non sensitive,0613.jpg,
0399.jpg,/Non_CSAM/images/0399.jpg,NON_CSAM,Non sensitive,0399.jpg,
3023.png,/Non_CSAM/images/3023.png,NON_CSAM,Non sensitive,3023.png,
0254.jpg,/Non_CSAM/images/0254.jpg,NON_CSAM,Non sensitive,0254.jpg,
0071.jpg,/Non_CSAM/images/0071.jpg,NON_CSAM,Non sensitive,0071.jpg,
0657.jpg,/Non_CSAM/images/0657.jpg,NON_CSAM,Non sensitive,0657.jpg,
0340.jpg,/Non_CSAM/images/0340.jpg,NON_CSAM,Non sensitive,0340.jpg,
2892.png,/Non_CSAM/images/2892.png,NON_CSAM,Non sensitive,2892.png,
2572.jpg,/Non_CSAM/images/2572.jpg,NON_CSAM,Non sensitive,2572.jpg,
0620.jpg,/Non_CSAM/images/0620.jpg,NON_CSAM,Non sensitive,0620.jpg,
0045.webp,/Non_CSAM/images/0045.webp,NON_CSAM,Non sensitive,0045.webp,
