image name,filepath,label,subtype,group_id,text
2782.jpg,/Non_CSAM/videos/video016/2782.jpg,NON_CSAM,Non sensitive,video016,
2783.jpg,/Non_CSAM/videos/video016/2783.jpg,NON_CSAM,Non sensitive,video016,
3046.png,/Non_CSAM/images/3046.png,NON_CSAM,Non sensitive,3046.png,
2643.jpg,/Non_CSAM/images/2643.jpg,NON_CSAM,Non sensitive,2643.jpg,
2785.jpg,/Non_CSAM/images/2785.jpg,NON_CSAM,Non sensitive,2785.jpg,
1528.jpg,/Non_CSAM/images/1528.jpg,NON_CSAM,Non sensitive,1528.jpg,
0384.jpg,/Non_CSAM/images/0384.jpg,NON_CSAM,Non sensitive,0384.jpg,
0252.jpg,/Non_CSAM/images/0252.jpg,NON_CSAM,Non sensitive,0252.jpg,
0749.webp,/Non_CSAM/images/0749.webp,NON_CSAM,Non sensitive,0749.webp,
0415.jpg,/Non_CSAM/images/0415.jpg,NON_CSAM,Non sensitive,0415.jpg,
2568.jpg,/Non_CSAM/images/2568.jpg,NON_CSAM,Non sensitive,2568.jpg,
0182.jpg,/Non_CSAM/images/0182.jpg,NON_CSAM,Non sensitive,0182.jpg,
0514.jpg,/Non_CSAM/images/0514.jpg,NON_CSAM,Non sensitive,0514.jpg,
0135.jpg,/Non_CSAM/videos/video003/0135.jpg,NON_CSAM,Non sensitive,video003,
0136.jpg,/Non_CSAM/videos/video003/0136.jpg,NON_CSAM,Non sensitive,video003,
0304.jpg,/Non_CSAM/images/0304.jpg,NON_CSAM,Non sensitive,0304.jpg,
2591.jpg,/Non_CSAM/images/2591.jpg,NON_CSAM,Non sensitive,2591.jpg,
0141.jpg,/Non_CSAM/images/0141.jpg,NON_CSAM,Non sensitive,0141.jpg,
1711.jpg,/Non_CSAM/images/1711.jpg,NON_CSAM,Non sensitive,1711.jpg,
0225.jpg,/Non_CSAM/images/0225.jpg,NON_CSAM,Non sensitive,0225.jpg,
1539.jpg,/Non_CSAM/images/1539.jpg,NON_CSAM,Non sensitive,1539.jpg,
1567.jpg,/Non_CSAM/images/1567.jpg,NON_CSAM,Non sensitive,1567.jpg,
0667.jpg,/Non_CSAM/images/0667.jpg,NON_CSAM,Non sensitive,0667.jpg,
1705.jpg,/Non_CSAM/images/1705.jpg,NON_CSAM,Non sensitive,1705.jpg,
2631.jpg,/Non_CSAM/images/2631.jpg,NON_CSAM,Non sensitive,2631.jpg,
1789.jpg,/Non_CSAM/images/1789.jpg,NON_CSAM,Non sensitive,1789.jpg,
0622.jpg,/Non_CSAM/images/0622.jpg,NON_CSAM,Non sensitive,0622.jpg,
0371.jpg,/Non_CSAM/images/0371.jpg,NON_CSAM,Non sensitive,0371.jpg,
0186.jpg,/Non_CSAM/images/0186.jpg,NON_CSAM,Non sensitive,0186.jpg,
2728.jpg,/Non_CSAM/videos/video013/2728.jpg,NON_CSAM,Non sensitive,video013,
2729.jpg,/Non_CSAM/videos/video013/2729.jpg,NON_CSAM,Non sensitive,video013,
3071.jpg,/Non_CSAM/images/3071.jpg,NON_CSAM,Non sensitive,3071.jpg,
1354.jpg,/Non_CSAM/images/1354.jpg,NON_CSAM,Non sensitive,1354.jpg,
1588.jpg,/Non_CSAM/images/1588.jpg,NON_CSAM,Non sensitive,1588.jpg,
3017.png,/Non_CSAM/images/3017.png,NON_CSAM,Non sensitive,3017.png,
0029.jpeg,/Non_CSAM/images/0029.jpeg,NON_CSAM,Non sensitive,0029.jpeg,
1391.jpg,/Non_CSAM/images/1391.jpg,NON_CSAM,Non sensitive,1391.jpg,
1481.jpg,/Non_CSAM/images/1481.jpg,NON_CSAM,Non sensitive,1481.jpg,
1804.jpg,/Non_CSAM/images/1804.jpg,NON_CSAM,Non sensitive,1804.jpg,
0416.jpg,/Non_CSAM/images/0416.jpg,NON_CSAM,Non sensitive,0416.jpg,
3020.png,/Non_CSAM/images/3020.png,NON_CSAM,Non sensitive,3020.png,
0169.jpg,/Non_CSAM/images/0169.jpg,NON_CSAM,Non sensitive,0169.jpg,
0191.jpg,/Non_CSAM/images/0191.jpg,NON_CSAM,Non sensitive,0191.jpg,
0490.jpg,/Non_CSAM/images/0490.jpg,NON_CSAM,Non sensitive,0490.jpg,
1691.jpg,/Non_CSAM/images/1691.jpg,NON_CSAM,Non sensitive,1691.jpg,
0200.jpg,/Non_CSAM/images/0200.jpg,NON_CSAM,Non sensitive,0200.jpg,
2907.png,/Non_CSAM/images/2907.png,NON_CSAM,Non sensitive,2907.png,
1532.jpg,/Non_CSAM/images/1532.jpg,NON_CSAM,Non sensitive,1532.jpg,
2780.jpg,/Non_CSAM/images/2780.jpg,NON_CSAM,Non sensitive,2780.jpg,
1374.jpg,/Non_CSAM/images/1374.jpg,NON_CSAM,Non sensitive,1374.jpg,
0789.webp,/Non_CSAM/images/0789.webp,NON_CSAM,Non sensitive,0789.webp,
0474.jpg,/Non_CSAM/images/0474.jpg,NON_CSAM,Non sensitive,0474.jpg,
0729.webp,/Non_CSAM/images/0729.webp,NON_CSAM,Non sensitive,0729.webp,
2874.png,/Non_CSAM/images/2874.png,NON_CSAM,Non sensitive,2874.png,
2682.jpg,/Non_CSAM/images/2682.jpg,NON_CSAM,Non sensitive,2682.jpg,
0380.jpg,/Non_CSAM/images/0380.jpg,NON_CSAM,Non sensitive,0380.jpg,
0677.jpg,/Non_CSAM/images/0677.jpg,NON_CSAM,Non sensitive,0677.jpg,
1543.jpg,/Non_CSAM/images/1543.jpg,NON_CSAM,Non sensitive,1543.jpg,
2678.jpg,/Non_CSAM/images/2678.jpg,NON_CSAM,Non sensitive,2678.jpg,
1611.jpg,/Non_CSAM/images/1611.jpg,NON_CSAM,Non sensitive,1611.jpg,
0479.jpg,/Non_CSAM/images/0479.jpg,NON_CSAM,Non sensitive,0479.jpg,
2759.jpg,/Non_CSAM/images/2759.jpg,NON_CSAM,Non sensitive,2759.jpg,
0543.jpg,/Non_CSAM/images/0543.jpg,NON_CSAM,Non sensitive,0543.jpg,
0241.jpg,/Non_CSAM/images/0241.jpg,NON_CSAM,Non sensitive,0241.jpg,
0612.jpg,/Non_CSAM/images/0612.jpg,NON_CSAM,Non sensitive,0612.jpg,
0539.jpg,/Non_CSAM/images/0539.jpg,NON_CSAM,Non sensitive,0539.jpg,
3027.png,/Non_CSAM/images/3027.png,NON_CSAM,Non sensitive,3027.png,
0226.jpg,/Non_CSAM/images/0226.jpg,NON_CSAM,Non sensitive,0226.jpg,
2754.jpg,/Non_CSAM/images/2754.jpg,NON_CSAM,Non sensitive,2754.jpg,
1713.jpg,/Non_CSAM/images/1713.jpg,NON_CSAM,Non sensitive,1713.jpg,
1557.jpg,/Non_CSAM/images/1557.jpg,NON_CSAM,Non sensitive,1557.jpg,
0420.jpg,/Non_CSAM/images/0420.jpg,NON_CSAM,Non sensitive,0420.jpg,
0576.jpg,/Non_CSAM/images/0576.jpg,NON_CSAM,Non sensitive,0576.jpg,
0277.jpg,/Non_CSAM/images/0277.jpg,NON_CSAM,Non sensitive,0277.jpg,
0215.jpg,/Non_CSAM/images/0215.jpg,NON_CSAM,Non sensitive,0215.jpg,
1617.jpg,/Non_CSAM/images/1617.jpg,NON_CSAM,Non sensitive,1617.jpg,
0767.webp,/Non_CSAM/images/0767.webp,NON_CSAM,Non sensitive,0767.webp,
0204.jpg,/Non_CSAM/images/0204.jpg,NON_CSAM,Non sensitive,0204.jpg,
0297.jpg,/Non_CSAM/images/0297.jpg,NON_CSAM,Non sensitive,0297.jpg,
2707.jpg,/Non_CSAM/images/2707.jpg,NON_CSAM,Non sensitive,2707.jpg,
1499.jpg,/Non_CSAM/images/1499.jpg,NON_CSAM,Non sensitive,1499.jpg,
3065.jpg,/Non_CSAM/images/3065.jpg,NON_CSAM,Non sensitive,3065.jpg,
1512.jpg,/Non_CSAM/images/1512.jpg,NON_CSAM,Non sensitive,1512.jpg,
2645.jpg,/Non_CSAM/images/2645.jpg,NON_CSAM,Non sensitive,2645.jpg,
0010.webp,/Non_CSAM/images/0010.webp,NON_CSAM,Non sensitive,0010.webp,
2630.jpg,/Non_CSAM/images/2630.jpg,NON_CSAM,Non sensitive,2630.jpg,
1772.jpg,/Non_CSAM/images/1772.jpg,NON_CSAM,Non sensitive,1772.jpg,
0457.jpg,/Non_CSAM/images/0457.jpg,NON_CSAM,Non sensitive,0457.jpg,
0316.jpg,/Non_CSAM/images/0316.jpg,NON_CSAM,Non sensitive,0316.jpg,
0180.jpg,/Non_CSAM/images/0180.jpg,NON_CSAM,Non sensitive,0180.jpg,
2700.jpg,/Non_CSAM/images/2700.jpg,NON_CSAM,Non sensitive,2700.jpg,
0016.webp,/Non_CSAM/images/0016.webp,NON_CSAM,Non sensitive,0016.webp,
0682.jpg,/Non_CSAM/images/0682.jpg,NON_CSAM,Non sensitive,0682.jpg,
